airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,20:20:00,790,1.0,No info,9555
Indigo,2019-06-15,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No info,6412
Multiple Carriers,2019-06-01,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No info,11200
Jet Airways,2019-06-09,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,No info,14571
Indigo,2019-05-24,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No info,3419
Air India,2019-03-18,Banglore,New Delhi,21:05:00,23:55:00,170,0.0,No info,4441
Multiple Carriers,2019-03-21,Delhi,Cochin,15:00:00,01:35:00,635,1.0,No info,13542
Indigo,2019-03-06,Delhi,Cochin,06:40:00,21:20:00,880,2.0,No info,6610
Air India,2019-03-03,Delhi,Cochin,21:30:00,19:15:00,1305,2.0,No info,12287
Indigo,2019-05-27,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No info,2754
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,15:15:00,1120,1.0,In-flight meal not included,11087
Multiple Carriers,2019-03-27,Delhi,Cochin,07:05:00,21:20:00,855,2.0,No info,6128
Jet Airways,2019-05-21,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,13029
Jet Airways,2019-06-27,Delhi,Cochin,19:10:00,12:35:00,1045,2.0,In-flight meal not included,11150
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,No info,14914
Multiple Carriers,2019-05-18,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No info,8476
Air India,2019-05-06,Kolkata,Banglore,09:50:00,23:15:00,805,2.0,No info,14120
Jet Airways,2019-06-12,Delhi,Cochin,12:15:00,04:25:00,970,2.0,No info,14300
Indigo,2019-03-03,Banglore,New Delhi,20:00:00,22:55:00,175,0.0,No info,6860
Indigo,2019-06-06,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No info,3943
Jet Airways,2019-06-06,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No info,14714
Air India,2019-06-09,Mumbai,Hyderabad,06:20:00,07:40:00,80,0.0,No info,3100
Air India,2019-05-21,Kolkata,Banglore,09:25:00,18:30:00,545,1.0,No info,8366
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,22:35:00,1595,1.0,In-flight meal not included,7064
Multiple Carriers,2019-06-27,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No info,11264
Jet Airways,2019-05-09,Banglore,Delhi,19:50:00,22:50:00,180,0.0,No info,7229
Indigo,2019-06-27,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No info,2227
Vistara,2019-03-09,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No info,6627
Indigo,2019-03-06,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No info,7673
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,16:20:00,475,1.0,In-flight meal not included,9899
Jet Airways,2019-04-01,Kolkata,Banglore,20:25:00,10:55:00,870,1.0,No info,11467
Jet Airways,2019-03-21,Delhi,Cochin,18:20:00,18:50:00,1470,2.0,No info,12604
Spicejet,2019-03-21,Delhi,Cochin,15:55:00,21:55:00,360,1.0,No info,5511
Indigo,2019-05-27,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No info,6628
Jet Airways,2019-06-09,Kolkata,Banglore,20:00:00,22:35:00,1595,1.0,In-flight meal not included,10844
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,04:25:00,1995,2.0,In-flight meal not included,8834
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,In-flight meal not included,7064
Air India,2019-03-27,Delhi,Cochin,13:05:00,07:40:00,1115,2.0,No info,8875
Air Asia,2019-05-12,Kolkata,Banglore,07:35:00,19:25:00,710,1.0,No info,5320
Multiple Carriers,2019-03-06,Delhi,Cochin,09:00:00,15:30:00,390,1.0,In-flight meal not included,15136
Indigo,2019-04-06,Banglore,Delhi,04:00:00,06:50:00,170,0.0,No info,4423
Multiple Carriers,2019-03-09,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No info,13082
Jet Airways,2019-06-24,Delhi,Cochin,14:35:00,04:25:00,830,2.0,No info,13376
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,23:25:00,975,1.0,No info,8610
Air India,2019-05-21,Kolkata,Banglore,12:00:00,18:30:00,1830,2.0,No info,10151
Air Asia,2019-04-27,Kolkata,Banglore,22:50:00,01:20:00,150,0.0,No info,4409
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,12373
Indigo,2019-03-15,Banglore,New Delhi,16:55:00,19:45:00,170,0.0,No info,8033
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,14:25:00,1080,1.0,No info,13067
Jet Airways,2019-06-24,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,10262
Air India,2019-05-18,Kolkata,Banglore,05:50:00,08:55:00,1625,2.0,No info,12723
Indigo,2019-05-21,Mumbai,Hyderabad,02:35:00,04:05:00,90,0.0,No info,2754
Air India,2019-03-21,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No info,8770
Indigo,2019-06-06,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No info,3850
Jet Airways,2019-05-09,Delhi,Cochin,19:45:00,19:00:00,1395,1.0,In-flight meal not included,12373
Multiple Carriers,2019-05-15,Delhi,Cochin,03:50:00,19:00:00,910,1.0,No info,10197
Multiple Carriers,2019-06-27,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No info,13377
Air India,2019-06-03,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No info,13381
Air India,2019-03-24,Kolkata,Banglore,05:55:00,23:15:00,2480,2.0,No info,13990
Air India,2019-06-12,Kolkata,Banglore,12:00:00,07:55:00,1195,2.0,No info,9416
Jet Airways,2019-06-06,Delhi,Cochin,18:25:00,04:25:00,600,2.0,In-flight meal not included,12142
Indigo,2019-04-06,Banglore,Delhi,07:10:00,10:05:00,175,0.0,No info,4823
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,19:50:00,1430,1.0,No info,14388
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,In-flight meal not included,10844
Indigo,2019-06-24,Delhi,Cochin,17:05:00,22:15:00,310,1.0,No info,6147
Air India,2019-03-06,Delhi,Cochin,14:10:00,17:10:00,180,0.0,No info,7931
Spicejet,2019-05-06,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,2175
Indigo,2019-03-18,Mumbai,Hyderabad,19:05:00,20:30:00,85,0.0,No info,2754
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,19:50:00,1360,1.0,In-flight meal not included,10844
Jet Airways,2019-05-09,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,12373
Spicejet,2019-04-01,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No info,3971
Jet Airways,2019-04-12,Banglore,Delhi,07:10:00,10:10:00,180,0.0,No info,7229
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,No info,14781
Indigo,2019-06-18,Kolkata,Banglore,15:15:00,17:45:00,150,0.0,No info,4804
Indigo,2019-05-06,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No info,4804
Multiple Carriers,2019-05-21,Delhi,Cochin,10:20:00,01:30:00,910,1.0,No info,7485
Air India,2019-05-21,Kolkata,Banglore,10:00:00,23:15:00,795,1.0,No info,11936
Multiple Carriers,2019-06-09,Delhi,Cochin,11:25:00,19:00:00,455,1.0,No info,11200
Air India,2019-05-09,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No info,13591
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,04:40:00,1330,1.0,In-flight meal not included,8586
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,16:20:00,475,1.0,No info,13941
Multiple Carriers,2019-05-15,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No info,13727
Jet Airways,2019-05-21,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,No info,16079
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,20:45:00,740,1.0,In-flight meal not included,10844
Jet Airways,2019-03-09,Banglore,New Delhi,05:50:00,15:00:00,550,1.0,In-flight meal not included,10037
Indigo,2019-05-06,Mumbai,Hyderabad,19:05:00,20:35:00,90,0.0,No info,2754
Air India,2019-05-24,Kolkata,Banglore,09:50:00,12:30:00,1600,2.0,No info,15170
Vistara,2019-03-12,Mumbai,Hyderabad,07:30:00,09:25:00,1555,1.0,No info,12080
Indigo,2019-06-18,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No info,3850
Jet Airways,2019-05-21,Kolkata,Banglore,10:20:00,17:35:00,435,1.0,No info,8355
Air India,2019-06-06,Kolkata,Banglore,10:00:00,01:20:00,920,2.0,No info,13033
Air India,2019-03-27,Delhi,Cochin,07:05:00,09:25:00,1580,2.0,No info,6565
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,10:05:00,910,1.0,In-flight meal not included,9663
Spicejet,2019-03-24,Banglore,New Delhi,20:30:00,23:20:00,170,0.0,No check-in baggage included,5469
Air India,2019-03-06,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No info,15428
Jet Airways,2019-06-24,Delhi,Cochin,09:40:00,04:25:00,1125,2.0,In-flight meal not included,10368
Indigo,2019-03-03,Banglore,New Delhi,16:55:00,19:45:00,170,0.0,No info,8855
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,No info,14571
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,21:05:00,690,1.0,In-flight meal not included,12384
Vistara,2019-05-18,Kolkata,Banglore,20:20:00,20:20:00,1440,1.0,No info,9555
Indigo,2019-03-09,Kolkata,Banglore,15:10:00,17:45:00,155,0.0,No info,4462
Indigo,2019-06-01,Banglore,Delhi,23:30:00,02:20:00,170,0.0,No info,4591
Jet Airways,2019-05-12,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No info,7229
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,No info,14939
Indigo,2019-06-15,Chennai,Kolkata,15:40:00,18:25:00,165,0.0,No info,3540
Spicejet,2019-06-09,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,5158
Indigo,2019-05-09,Delhi,Cochin,11:25:00,21:00:00,575,1.0,No info,6979
Jet Airways,2019-06-24,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,10262
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,10262
Indigo,2019-03-09,Delhi,Cochin,20:30:00,01:35:00,305,1.0,No info,6937
Jet Airways,2019-03-27,Delhi,Cochin,11:30:00,18:50:00,440,1.0,No info,12242
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,04:45:00,890,1.0,No info,13759
Indigo,2019-06-12,Kolkata,Banglore,08:10:00,13:00:00,290,1.0,No info,5069
Jet Airways,2019-04-09,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,No info,9483
Indigo,2019-06-18,Kolkata,Banglore,20:25:00,23:10:00,165,0.0,No info,4804
Air India,2019-03-03,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No info,4937
Indigo,2019-04-09,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No info,4174
Indigo,2019-03-21,Delhi,Cochin,07:35:00,22:20:00,885,1.0,No info,6558
Spicejet,2019-06-06,Kolkata,Banglore,11:15:00,18:30:00,435,1.0,No info,10156
Jet Airways,2019-06-15,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,10262
Indigo,2019-05-27,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No info,3597
Indigo,2019-04-21,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No info,4423
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,07:25:00,1495,2.0,In-flight meal not included,10118
Multiple Carriers,2019-03-03,Delhi,Cochin,07:30:00,18:50:00,680,1.0,No info,15135
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,20:50:00,860,2.0,In-flight meal not included,10118
Spicejet,2019-03-03,Banglore,New Delhi,15:35:00,23:40:00,485,1.0,No info,6315
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,21:20:00,1485,1.0,In-flight meal not included,11087
Jet Airways,2019-06-01,Delhi,Cochin,20:55:00,12:35:00,940,1.0,In-flight meal not included,10262
Spicejet,2019-05-24,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Indigo,2019-03-24,Banglore,New Delhi,10:10:00,13:00:00,170,0.0,No info,4777
Jet Airways,2019-03-21,Banglore,New Delhi,11:40:00,07:40:00,1200,1.0,In-flight meal not included,7832
Jet Airways,2019-06-12,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,In-flight meal not included,9899
Multiple Carriers,2019-03-01,Delhi,Cochin,12:50:00,19:15:00,385,1.0,No info,36983
Vistara,2019-06-27,Chennai,Kolkata,07:05:00,09:20:00,135,0.0,No info,3687
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,10:25:00,280,1.0,No info,19225
Air India,2019-05-18,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No info,10651
Air India,2019-03-15,Banglore,New Delhi,08:15:00,08:50:00,1475,1.0,No info,5521
Jet Airways,2019-03-21,Delhi,Cochin,06:20:00,04:25:00,1325,2.0,In-flight meal not included,8273
Air India,2019-06-09,Kolkata,Banglore,09:25:00,21:50:00,745,1.0,No info,8366
Multiple Carriers,2019-06-15,Delhi,Cochin,08:30:00,19:15:00,645,1.0,No info,8937
Multiple Carriers,2019-05-18,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No info,9646
Jet Airways,2019-05-24,Kolkata,Banglore,17:00:00,22:05:00,1745,1.0,No info,13067
Multiple Carriers,2019-03-06,Delhi,Cochin,09:10:00,18:50:00,580,1.0,No info,15135
Air India,2019-05-24,Kolkata,Banglore,09:50:00,23:15:00,805,2.0,No info,15170
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,19:45:00,1470,1.0,In-flight meal not included,5963
Spicejet,2019-05-18,Kolkata,Banglore,15:05:00,20:20:00,315,1.0,No info,4963
Jet Airways,2019-04-09,Banglore,Delhi,08:20:00,11:20:00,180,0.0,No info,7229
Air India,2019-06-01,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No info,6961
Jet Airways,2019-05-27,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,No info,15129
Air India,2019-03-24,Kolkata,Banglore,09:10:00,21:50:00,760,2.0,No info,15187
Jet Airways,2019-05-06,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No info,8040
Air India,2019-05-21,Kolkata,Banglore,16:45:00,08:55:00,970,2.0,No info,14960
Indigo,2019-06-01,Banglore,Delhi,20:00:00,22:50:00,170,0.0,No info,4823
Jet Airways,2019-05-15,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No info,7229
Indigo,2019-03-03,Delhi,Cochin,07:35:00,21:20:00,825,2.0,No info,9413
Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,In-flight meal not included,6017
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,19:15:00,465,1.0,In-flight meal not included,9254
Multiple Carriers,2019-03-21,Delhi,Cochin,07:30:00,18:50:00,680,1.0,No info,14629
Jet Airways,2019-06-09,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,7229
Air Asia,2019-05-09,Kolkata,Banglore,19:55:00,23:30:00,215,1.0,No info,5162
Spicejet,2019-05-09,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,3573
Multiple Carriers,2019-05-15,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No info,8266
Jet Airways,2019-03-03,Delhi,Cochin,05:40:00,04:25:00,1365,2.0,No info,19266
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,23:35:00,570,1.0,No info,14781
Jet Airways,2019-03-21,Delhi,Cochin,19:15:00,18:50:00,1415,2.0,In-flight meal not included,8938
Jet Airways,2019-05-09,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,No info,15129
Air Asia,2019-05-27,Delhi,Cochin,16:45:00,06:35:00,830,1.0,No info,6752
Jet Airways,2019-03-21,Banglore,New Delhi,20:35:00,11:25:00,890,1.0,In-flight meal not included,7832
Air India,2019-06-09,Delhi,Cochin,21:00:00,19:15:00,1335,1.0,No info,8372
Vistara,2019-06-15,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No info,4878
Indigo,2019-05-01,Delhi,Cochin,21:50:00,03:35:00,345,1.0,No info,6349
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,In-flight meal not included,8529
Vistara,2019-05-15,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No info,4668
Jet Airways,2019-03-06,Delhi,Cochin,13:00:00,18:50:00,350,1.0,No info,17024
Jet Airways,2019-05-15,Kolkata,Banglore,17:00:00,21:05:00,1685,1.0,No info,14151
Air India,2019-05-18,Delhi,Cochin,09:45:00,23:00:00,795,1.0,No info,8907
Indigo,2019-03-09,Delhi,Cochin,04:45:00,12:55:00,490,1.0,No info,16162
Spicejet,2019-03-01,Kolkata,Banglore,09:00:00,11:30:00,150,0.0,No info,5515
Jet Airways,2019-03-24,Banglore,New Delhi,05:45:00,10:25:00,280,1.0,In-flight meal not included,8147
Vistara,2019-03-09,Banglore,New Delhi,21:10:00,00:05:00,175,0.0,No info,7240
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,16:20:00,1430,1.0,In-flight meal not included,10844
Multiple Carriers,2019-04-09,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No info,12853
Jet Airways,2019-03-21,Banglore,New Delhi,11:40:00,12:15:00,1475,1.0,In-flight meal not included,7832
Jet Airways,2019-03-21,Delhi,Cochin,18:20:00,04:25:00,2045,2.0,No info,13082
Indigo,2019-05-09,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No info,4823
Indigo,2019-06-24,Banglore,Delhi,18:55:00,21:50:00,175,0.0,No info,4823
Multiple Carriers,2019-06-01,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No info,9646
Indigo,2019-03-27,Delhi,Cochin,04:45:00,21:00:00,975,1.0,No info,7258
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No info,7933
Jet Airways,2019-03-21,Banglore,New Delhi,21:25:00,11:25:00,840,1.0,In-flight meal not included,7832
Multiple Carriers,2019-03-03,Delhi,Cochin,10:20:00,01:35:00,915,1.0,No info,15147
Jet Airways,2019-06-15,Delhi,Cochin,17:30:00,04:25:00,655,1.0,In-flight meal not included,10262
Jet Airways,2019-05-24,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,20:45:00,1550,1.0,In-flight meal not included,8529
Multiple Carriers,2019-05-15,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No info,10529
Jet Airways,2019-06-15,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,7229
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,12:25:00,810,1.0,In-flight meal not included,11087
Spicejet,2019-03-01,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No info,7298
Indigo,2019-06-15,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No info,3858
Vistara,2019-03-18,Banglore,New Delhi,21:10:00,00:05:00,175,0.0,No info,11598
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,23:35:00,840,1.0,No info,14151
Indigo,2019-03-24,Banglore,New Delhi,23:30:00,02:20:00,170,0.0,No info,4944
Jet Airways,2019-05-21,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,In-flight meal not included,10844
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,20:20:00,520,1.0,In-flight meal not included,11087
Indigo,2019-06-18,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No info,3597
Indigo,2019-05-27,Mumbai,Hyderabad,20:05:00,21:40:00,95,0.0,No info,2227
Indigo,2019-05-09,Delhi,Cochin,11:25:00,01:30:00,845,1.0,No info,8330
Indigo,2019-06-09,Kolkata,Banglore,19:20:00,23:45:00,265,1.0,No info,4205
Air India,2019-05-01,Banglore,Delhi,21:05:00,23:55:00,170,0.0,No info,6121
Jet Airways,2019-03-24,Mumbai,Hyderabad,15:50:00,17:20:00,90,0.0,In-flight meal not included,2228
Jet Airways,2019-06-15,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,10262
Vistara,2019-03-06,Mumbai,Hyderabad,08:45:00,16:45:00,480,1.0,No info,12395
Jet Airways,2019-03-15,Banglore,New Delhi,11:40:00,18:25:00,405,1.0,In-flight meal not included,9134
Multiple Carriers,2019-03-21,Delhi,Cochin,13:00:00,01:35:00,755,1.0,No info,13542
Vistara,2019-03-24,Kolkata,Banglore,09:55:00,09:10:00,1395,1.0,No info,10842
Multiple Carriers,2019-06-01,Delhi,Cochin,12:50:00,01:30:00,760,1.0,No info,6795
Spicejet,2019-04-15,Banglore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3919
Jet Airways,2019-03-21,Banglore,New Delhi,16:55:00,11:25:00,1110,1.0,In-flight meal not included,7832
Spicejet,2019-05-12,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No info,3597
Jet Airways,2019-05-27,Banglore,Delhi,18:55:00,22:00:00,185,0.0,No info,7229
Jet Airways,2019-03-09,Delhi,Cochin,18:15:00,18:50:00,1475,1.0,No info,16289
Air India,2019-03-01,Banglore,New Delhi,11:05:00,22:45:00,700,1.0,No info,14069
Multiple Carriers,2019-06-12,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No info,12192
Jet Airways,2019-06-12,Delhi,Cochin,11:45:00,04:25:00,1000,2.0,No info,13882
Jet Airways,2019-06-01,Delhi,Cochin,11:30:00,12:35:00,1505,1.0,In-flight meal not included,10262
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,21:20:00,435,1.0,No info,19225
Air India,2019-06-21,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No info,6961
Air India,2019-03-21,Delhi,Cochin,16:40:00,19:15:00,1595,2.0,No info,8236
Jet Airways,2019-05-18,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,15544
Multiple Carriers,2019-06-24,Delhi,Cochin,11:40:00,19:15:00,455,1.0,In-flight meal not included,7268
Jet Airways,2019-05-18,Delhi,Cochin,02:15:00,19:00:00,1005,1.0,In-flight meal not included,12373
Air India,2019-05-15,Kolkata,Banglore,07:00:00,16:15:00,555,1.0,No info,11936
Air Asia,2019-05-09,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No info,4409
Air India,2019-03-15,Banglore,New Delhi,06:55:00,10:50:00,1675,1.0,No info,7932
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,09:30:00,1165,1.0,No info,17261
Jet Airways,2019-03-18,Mumbai,Hyderabad,02:55:00,04:25:00,90,0.0,No info,5678
Vistara,2019-04-18,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No info,6216
Air India,2019-05-15,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No info,4667
Indigo,2019-06-06,Delhi,Cochin,07:15:00,12:30:00,315,1.0,No info,6582
Jet Airways,2019-04-09,Delhi,Cochin,22:50:00,12:35:00,825,1.0,No info,11822
Multiple Carriers,2019-06-24,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No info,9646
Air Asia,2019-05-21,Kolkata,Banglore,15:10:00,23:30:00,500,2.0,No info,5192
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,8586
Jet Airways,2019-04-27,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No info,7229
Indigo,2019-03-24,Banglore,New Delhi,22:20:00,01:10:00,170,0.0,No info,4377
Spicejet,2019-06-24,Delhi,Cochin,06:05:00,11:20:00,315,1.0,No info,5583
Jet Airways,2019-04-09,Delhi,Cochin,11:40:00,19:00:00,440,2.0,No info,15439
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,12373
Jet Airways,2019-03-06,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,No info,17024
Multiple Carriers,2019-05-27,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No info,13377
Air India,2019-06-06,Kolkata,Banglore,14:30:00,12:30:00,1320,2.0,No info,15894
Jet Airways,2019-06-09,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,In-flight meal not included,10368
Multiple Carriers,2019-03-21,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No info,7618
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,09:05:00,1555,1.0,No info,8452
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,15:15:00,980,1.0,In-flight meal not included,11087
Spicejet,2019-05-12,Kolkata,Banglore,11:15:00,18:30:00,435,1.0,No info,11468
Multiple Carriers,2019-06-27,Delhi,Cochin,07:00:00,19:00:00,720,1.0,No info,12192
Jet Airways,2019-04-01,Delhi,Cochin,18:15:00,19:00:00,1485,1.0,In-flight meal not included,5406
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,09:30:00,1165,1.0,No info,25735
Multiple Carriers,2019-06-27,Delhi,Cochin,12:50:00,19:15:00,385,1.0,In-flight meal not included,7268
Jet Airways,2019-03-06,Delhi,Cochin,21:50:00,04:25:00,395,1.0,In-flight meal not included,13843
Air India,2019-03-21,Delhi,Cochin,09:45:00,09:25:00,1420,1.0,No info,7532
Vistara,2019-04-24,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No info,5403
Spicejet,2019-03-21,Delhi,Cochin,06:10:00,11:20:00,310,1.0,No info,6065
Multiple Carriers,2019-03-03,Delhi,Cochin,07:10:00,16:10:00,540,1.0,In-flight meal not included,8552
Jet Airways,2019-03-01,Banglore,New Delhi,11:40:00,10:25:00,1365,1.0,No info,25735
Multiple Carriers,2019-06-15,Delhi,Cochin,10:20:00,19:15:00,535,1.0,No info,9526
Air India,2019-03-03,Delhi,Cochin,07:05:00,19:15:00,2170,2.0,No info,11552
Jet Airways,2019-05-21,Delhi,Cochin,19:15:00,04:25:00,550,1.0,No info,16079
Indigo,2019-05-09,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No info,3419
Jet Airways,2019-06-24,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,In-flight meal not included,10262
Jet Airways,2019-06-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No info,5678
Multiple Carriers,2019-05-18,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No info,13727
Spicejet,2019-06-09,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No info,5409
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,08:15:00,945,1.0,In-flight meal not included,8586
Indigo,2019-06-12,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No info,4804
Jet Airways,2019-06-03,Delhi,Cochin,21:25:00,12:35:00,910,2.0,In-flight meal not included,11507
Spicejet,2019-04-24,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,3919
Spicejet,2019-06-27,Mumbai,Hyderabad,05:45:00,07:15:00,90,0.0,No info,2017
Multiple Carriers,2019-06-06,Delhi,Cochin,11:40:00,21:00:00,560,1.0,No info,7005
